|------
|NOME|CNPJ|SITE|EMAIL|DDD TELEFONE|TELEFONE|DDD CELULAR|CELULAR
|WALKER PRODUTOS E SERVIÇOS EIRELI - ME|02155699000194|NULL|NULL|11|25745059|NULL|NULL
|FURLANETO E CARVALHO LTDA ME|43514215000133|NULL|NULL|11|22748444|NULL|NULL
|INTERSEK INDUSTRIA E COMERCIO LTDA EPP|18844030000140|NULL|NULL|11|29160038|NULL|NULL
|PICK UP SHOW ACESSORIOS PARA AUTOS LTDA EPP|02814279000172|NULL|NULL|11|32238722|NULL|NULL
|COMÉRCIO DE EMBALAGENS K M E LTDA - ME|64731102000160|NULL|NULL|11|39416989|NULL|NULL
|REMÉDIO CARNEIRO E SOUZA LTDA EPP|15335788000164|NULL|NULL|11|43290967|NULL|NULL
|MAURO CASTRO SILVA ME |53241378000143|NULL|NULL|11|24022012|NULL|NULL
|ROSA MELLO VESTIDOS EIRELI - EPP |19074163000147|NULL|NULL|NULL|NULL|NULL|NULL
|MQE Comercio de Gesso e Construção LTDA|17253293000111|NULL|NULL|NULL|NULL|NULL|NULL
|SANCAL CONTABILIDADE LTDA - EPP|03454605000140|NULL|NULL|51|35941758|NULL|NULL
|FERRARI CONTABILIDADE EIRELI - ME|14041426000106|www.ferraricont.com.br|NULL|27|32618152|NULL|NULL
|RODRIGO NASCIMENTO  JOIOSO|17144169000118|NULL|NULL|16|36671668|NULL|NULL
|DIFERAM FERRO, AÇO E SERRALHERIA LTDA. EPP|67753350000108|www.diferam.com.br|NULL|11|39749090|NULL|NULL
RESA TESTE COMARC LTDA|86220747000170|NULL|NULL|17|40091734|NULL|NULL
|KAPCON CONTABILIDADE EIRELI - ME |08546213000125|NULL|NULL|NULL|NULL|NULL|NULL
|SABORES DA CARNE CHURRASCARIA LTDA - EPP|13708378000196|NULL|NULL|11|50625433|NULL|NULL
|BRUVIL LAMINADOS EIRELI - ME|07436670000102|NULL|NULL|11|45560295|NULL|NULL
|SEG SOLUTION INSTALAÇÕES LTDA|10771027000131|NULL|NULL|11|56222970|NULL|NULL
|TRINITY BIOTECH DO BRASIL COMÉRCIO E IMP. LTDA|15648426000123|NULL|NULL|NULL|NULL|NULL|NULL
|Bela Ilha dos Pães Padaria e Conveniência EPP|08808360000126|NULL|NULL|12|38962000|NULL|NULL
|ASSOCIACAO BRASILEIRA DE ODONTOLOGIA|27509686000105|NULL|NULL|11|50834000|NULL|NULL
|ASSESSORIA CONTÁBIL E FISCAL FLAMINGO S/S LTDA|67665810000138|http://www.empresasflamingo.com.br/contabilidade.php|NULL|11|22050524|NULL|NULL
|PRECIA MOLEN BRASIL SISTEMAS DE PESAGEM LTDA|13382815000124|www.preciamolen.com.br|NULL|11|23643039|NULL|NULL
|MARTON INDUSTRIA E COMERCIO LTDA|00677432000131|http://martonpremoldados.com.br/|NULL|11|25681000|NULL|NULL
|M. NASCIMENTO COMERCIO DE ELETRONICOS ME|18636383000154|NULL| |11|30311843|NULL|NULL
|NATALIA SUJIAN KO - ME|13775313000244|NULL|NULL|11|89772020|NULL|NULL
|SOUNDLESS SERV COM DE PROD AUDIO VIDEO E AUTOM RESID LTDA ME|18636840000100|www.soundlessaudio.com.br|NULL|11|28559130|NULL|NULL
|META CONTROLE|03079500000159|NULL|NULL|11|45088089|NULL|NULL
|DAVID NOGUEIRA DA SILVA PAISAGISMO|13427077000194|NULL|NULL|NULL|NULL|NULL|NULL
|DE SICCO E SILVA INFORMATICA SOCIEDADE EMPRESARIA LTDA|09048949000136|NULL|NULL|11|29504403|NULL|NULL
|AUDIO EMOTION DISTR. EQUIPAMENTOS ELETRÔNICOS - EIRELI - EPP|18194174000106|NULL|NULL|NULL|NULL|NULL|NULL
|DAX COMERCIO E SERVIÇOS EIRELI - ME|18883205000128|NULL|NULL|11|22544364|NULL|NULL
|WS WORLD SERVICE ALIMENTAÇÃO LTDA ME|14620523000145|NULL|NULL|11|36595927|NULL|NULL
|ADRIANO PRATES PINTO REPRESENTACAO|12512191000150|NULL|NULL|NULL|NULL|NULL|NULL
resa nova|55177283000133|NULL|NULL|NULL|NULL|NULL|NULL
|L C RIBEIRO LTDA ME|11746234000107|NULL|NULL|11|39910334|NULL|NULL
|ANA CLEA C.GUALTER PELUCIA ME|10634743000177|www.analupelucia.com.br|NULL|11|39298759|NULL|NULL
|PAULICEIA INDUSTRIA E COMERCIO DE PLASTICOS LTDA - EPP|05197487000168|NULL|NULL|11|41860977|NULL|NULL
|CASA MARAVILHA EIRELI - ME|16514243000188|NULL|NULL|11|41551022|NULL|NULL
|CARMOM ALIMENTOS EIRELI|02827859000102|NULL|NULL|NULL|NULL|NULL|NULL
|LA PIANEZZA INDUSTRIA ALIM LTDA|04207597000109|www.lapianezza.com.br|NULL|11|43199959|NULL|NULL
|Tael Incorporações e Construções Ltda.|50902543000172|www.tael.com.br|NULL|11|30498220|NULL|NULL
|Soprema do Brasil - Importação e Exportação LTDA. |17304959000113|www.soprema.ca|NULL|NULL|NULL|NULL|NULL
|Agroselha Produções e Eventos Ltda EPP|08775849000149|NULL|NULL|NULL|NULL|NULL|NULL
|ACCIONA WINDPOWER DO BRASIL - COM.IND.EXP.IMP.EQUIP|09300053000100|NULL|NULL|NULL|NULL|NULL|NULL
|AMELF ASSESSORIA CONTABIL EMPRESARIAL LTDA|11962462000106|NULL|NULL|NULL|NULL|NULL|NULL
|ACCIONA WINDPOWER DO BRASIL - COM.IND.EXP.IMP.EQUIP|13536632000540|NULL|NULL|NULL|NULL|NULL|NULL
|PPP INDUSTRIA DE PRODUTOS ELETRONICOS LTDA ME|11751403000199|NULL|NULL|NULL|30034933|NULL|NULL
|CONTART - ESCRITPORIO DE CONTABILIDADE LTDA ME|05814018000140|www.contart.com.br|NULL|11|45877397|NULL|NULL
|4 IT COMERCIO DE PRODUTOS DE INFORMATICA LTDA. - EPP|09589199000100|NULL|NULL|11|25482672|NULL|NULL
|KOCHEN CONSULTORIA MARKETING LTDA. - EPP |62084744000199|NULL|NULL|11|31710027|NULL|NULL
|BETONPISO SERVIÇOS LTDA ME|13793514000193|NULL|NULL|NULL|NULL|NULL|NULL
|TARARA COMERCIAL EIRELE ME|17521446000164|NULL|NULL|11|50617290|NULL|NULL
|SANBORR MANUTENCAO E REPARACAO DE MAQ LTDA EPP    |06962891000143|NULL|NULL|11|NULL|NULL|NULL
|MIKIS PERFUMARIA E COSMÉTICOS LTDA EPP|07308041000199|NULL|NULL|11|41836183|NULL|NULL
|SUNNY LAU PERFUMARIA E COSMETICOS LTDA EPP|12506532000184|NULL|NULL|11|41835421|NULL|NULL
|VICTORIA LOOK PERFUMARIA E COSMETICOS LTDA ME|04729541000106|NULL|NULL|11|55484282|NULL|NULL
|PRIMECONT CONTABILIDADE LTDA|10957219000137|WWW.PRIMECONT.CNT.BR|NULL|19|32535083|NULL|NULL
|MM ARQUITETURA|11184867000160|NULL|NULL|NULL|NULL|NULL|NULL
|MACEDO|00626337000109|NULL|NULL|NULL|NULL|NULL|NULL
|PORTA DO SOL|62178058000187|NULL|NULL|NULL|NULL|NULL|NULL
|PRINCESA DO RUDGE|58363847000110|NULL|NULL|NULL|NULL|NULL|NULL
|JD DAS OLIVEIRAS|43189943000117|NULL|NULL|NULL|NULL|NULL|NULL
|BOM VIZINHO|47890926000163|NULL|NULL|NULL|NULL|NULL|NULL
|CENTRAL DE SANTO ANDRÉ|57489668000161|NULL|NULL|NULL|NULL|NULL|NULL
|PARQUE REAL|50142397000124|NULL|NULL|NULL|NULL|NULL|NULL
|MAGNOSON INDUSTRIA E COMERCIO DE INSTRUMENTOS MUSICAIS LTDA|72945215000196|NULL|NULL|NULL|NULL|NULL|NULL
|CCTECH TECNOLOGIA EM IMAGEM MOLECULAR S.A.|17664472000141|NULL|NULL|NULL|NULL|NULL|NULL
|ROBERTO RAYA CASTILHO - EPP |00965775000100|NULL|NULL|11|28038259|NULL|NULL
|DERMACIA BRASIL COMERCIO E DISTRIBUIÇÃO DE COSMÉTICOS LTDA|08304127000106|NULL|NULL|NULL|NULL|NULL|NULL
|ASHER INSTALACOES E CLIMATIZACAO LTDA ME|17650147000120|www.ashercomprest.com.br|NULL|11|28963542|NULL|NULL
|TELMA RIBEIRO DE MATOS - ME|12784043000194|NULL|NULL|11|37150798|NULL|NULL
|PS|Wave Contabilidade |13566045000170|NULL|NULL|NULL|NULL|NULL|NULL
|Mendes S.A|01123100000178|NULL|NULL|NULL|NULL|NULL|NULL
|BRUNO MOURA LINDOSO|11243255000100|NULL|NULL|11|38137699|NULL|NULL
|DUKAN - CONSULTORIA E ACESSORIA EM NUTRIÇÃO E DIETÉTICA LTDA|15773074000219|NULL|NULL|NULL|NULL|NULL|NULL
|PS|FISCOTEC ORGANIZAÇÃO CONTABIL LTDA ME|66855883000120|www.fiscotec.com.br|NULL|NULL|NULL|NULL|NULL
|PS|ZSS ASSISTENCIA EMPRESARIAL E ADMINISTRATIVA LTDA ME|09230529000176|NULL|NULL|NULL|NULL|NULL|NULL
|FIVES DO BRASIL COM. DE MAQUINAS INDUST. E SERV. DE ENG.|10237776000264|NULL|NULL|NULL|NULL|NULL|NULL
|STILLOSPUMA INDUSTRIA E COMERCIO DE COLCHOES LTDA - EPP |04323810000130|NULL|NULL|11|24074748|NULL|NULL
|INOVE E RENOVE DECORAÇÕES DE INTERIORES LTDA - ME|03394873000114|www.inoveerenove.com.br|NULL|11|29468620|NULL|NULL
|JUPTER BENEFICIADORA DE ALUMINIO LTDA - ME |11682392000132|NULL|NULL|11|24128286|NULL|NULL
|ALPHA POLIMEROS COMERCIO LTDA - ME |12167024000119|NULL|NULL|11|46481729|NULL|NULL
|EXPLOSAO DISTRIBUIDORA DE AUTO PECAS LTDA - EPP |01583441000126|NULL|NULL|11|29589040|NULL|NULL
|VIP PERFUMARIA E COSMETICOS LTDA ME|05691739000100|NULL|NULL|11|38137699|NULL|NULL
|R S S C CAMACHO COMERCIAL EPP|14101326000110|NULL|NULL|11|46342539|NULL|NULL
|ALEXSANDRO OLIVEIRA MACARIO - ME|07239542000160|NULL|NULL|11|46342539|NULL|NULL
|J.C. HERCULANO DISTRIBUIDORA|15226071000184|NULL|NULL|11|46342539|NULL|NULL
|CLICK OFICINA DE CASEAR E ACABAMENTO EM GERAL LTDA|15218268000171|NULL|NULL|11|46342539|NULL|NULL
|PS|WAVE CONTABILIDADE TESTE LTDA|53916833000163|NULL|NULL|NULL|NULL|NULL|NULL
|WAVE SOLUTIONS (EMPRESA TESTE SIMPLES NACIONAL)|42119649000176|NULL|NULL|11|23395807|NULL|NULL
|ÓTICA NOSSA SRA DA LAPA COM. LTDA EPP|43572551000132|NULL|NULL|11|38343466|NULL|NULL
|WAVE SOLUTIONS (EMPRESA TESTE REGIME NORMAL)|08858363000174|NULL|NULL|NULL|NULL|NULL|NULL
|PPS IMPORTACAO E COMERCIO DE BEBIDAS E ALIMENTOS LTDA|19221895000112|NULL|NULL|11|NULL|NULL|NULL
|STILLOSPUMA INDUSTRIA E COMERCIO DE COLCHOES LTDA - EPP|04323810000210|NULL|NULL|NULL|NULL|NULL|NULL
|CAIROFRIO COMERCIO DE PECAS PARA REFRIGERACAO - EIRELI |96190897000132|NULL|NULL|11|32245555|NULL|NULL
| MUNDO MAC INFORMATICA, COMERCIO, REPRESENTACAO E SERVICOS L|05255076000181|NULL|NULL|11|38142553|NULL|NULL
|WAVE TREINAMENTO|97554738000132|NULL|NULL|11|23395807|NULL|NULL
|Espaço Contabilidade Ltda|04258680000107|www.espacocontabilidade.com|NULL|15|32314001|NULL|NULL
|NOMINATION DO BRASIL IMPORTAÇÃO E EXPORTAÇÃO LTDA - EPP|04308042000145|NULL|NULL|11|30425680|NULL|NULL
|DIGI MANIA COMERCIO ELETRONICO LTDA EPP|19457025000147|NULL|NULL|11|35960080|NULL|NULL
|PS| MARIALDA SOUSA CASTELO BRANCO DE MELO 02543457437|12016484000146|NULL|NULL|NULL|NULL|NULL|NULL
|MELO &amp; GONCALVES COMERCIO E SERVICO EM INFORMATICA LTDA - ME|18057764000189|arofir.inf.br|NULL|83|30880483|NULL|NULL
|COMERCIO DE BEBIDAS TAYLLOR LTDA - ME |19325648000166|NULL|NULL|11|20619434|NULL|NULL
|FJ DOS SANTOS ASSESSORIA CONTABIL - ME|14113970000108|www.novaequilibriocontabil.com|NULL|11|56254009|NULL|NULL
|A BOLETTI &amp; CIA LTDA |52108164000130|NULL|NULL|11|26949283|NULL|NULL
|ABWAY SISTEMA DE EXPOSITORES LTDA|01417884000147|NULL|NULL|11|26949283|NULL|NULL
|MAURICIO FAGUNDES CASSAS ENFEITES ME|07073615000197|www.nataleart.com|NULL|11|35545050|NULL|NULL
|FLUKKA - FARMACIA DE MANIPULAÇÃO LTDA|10450805000190|NULL|NULL|11|41219849|NULL|NULL
|MAURICIO FAGUNDES CASSAS ENFEITES ME|07073615000278|www.nataleart.com|NULL|11|35545050|NULL|NULL
|ACR SISTEMAS INDUSTRIAIS LTDA|04632102000180|NULL|NULL|11|41257845|NULL|NULL
|MAURICIO FAGUNDES CASSAS ENFEITES ME|07073615000359|www.nataleart.com|NULL|11|35545050|NULL|NULL
|HYPER COMPRAS INFORMÁTICA IRELI|12828730000164|www.hypercompras.com.br|NULL|11|32236553|NULL|NULL
|VIA LAR UTILIDADES DOMESTICAS LTDA|08636039000101|NULL|NULL|11|27833333|NULL|NULL
|BRUXIARA PORCELANAS LTDA ME|49314792000168|NULL|NULL|11|22953015|NULL|NULL
|SUPERTEC INFORM. E COM. DE MICROCOMP. LTDA|67871616000109|NULL|NULL|11|27213702|NULL|NULL
|CONDLIGHT IND E COM CONDUT ELETRIC LTDA|67635003000172|NULL|NULL|11|20982977|NULL|NULL
|CLR FOR KIDS COM. DE ROUPAS INFANTIS LTDA.-EPP|10221487000196|NULL|NULL|11|45087101|NULL|NULL
|STE COMERCIO DE CHOCOLATES LTDA.-EPP|08962638000115|NULL|NULL|11|21652531|NULL|NULL
|STELLA FERRAZ CERAMICAS E UTILIDADES LTDA|59239798000171|NULL|NULL|11|38452411|NULL|NULL
|INTEC AUTOMAÇAO LTDA EPP|01791267000107|NULL|NULL|11|44275900|NULL|NULL
|DOG CARE CONFECCOES LTDA ME|74614751000134|NULL|NULL|11|22963463|NULL|NULL
|CONFECÇOES FORMOSA IND E COM LTDA|62343256000159|NULL|NULL|11|27212485|NULL|NULL
|OCTACAR PEÇAS E SERVIÇOS LTDA.-EPP|10573777000107|NULL|NULL|11|45087101|NULL|NULL
|MACOM ASSIST TECNICA E COM LTDA EPP|67762849000173|NULL|NULL|11|29417573|NULL|NULL
|SUPERMERCADO MULTI BIG LTDA EPP|56698301000195|NULL|NULL|11|26711268|NULL|NULL
|AFIADORA MON TECCHIO LTDA|13169333000190|NULL|NULL|11|23050375|NULL|NULL
|RFF COM. DE ARTIGOS INFANTIS LTDA.-ME|10272369000107|NULL|NULL|11|51812303|NULL|NULL
|VOLT AUTOMAÇAO LTDA EPP|12694819000185|NULL|NULL|11|23257357|NULL|NULL
|EVER GREEN IND E COM DE PRESENTES LTDA|67286617000196|NULL|NULL|11|32770417|NULL|NULL
|RODA PECAS COM DE AUTO PECAS E ACESSO|11277706000111|NULL|NULL|11|39014163|NULL|NULL
|NIKKEY COSMETICOS LTDA |52742574000139|NULL|NULL|11|29415902|NULL|NULL
|NIKKEY - COSMETICOS LTDA|52742574000210|NULL|NULL|NULL|NULL|NULL|NULL
|ABEL MONTEIRO CIA LTDA|61052619000134|NULL|NULL|11|26717420|NULL|NULL
|LEAN SOLUTIONS COM E SERVICOS LTDA|13537247000193|NULL|NULL|11|45938357|NULL|NULL
|LEAN SOLUTIONS COMERCIO E SERVIÇOS LTDA|13537247000274|NULL|NULL|11|45938357|NULL|NULL
|VET VIDA COM. DE PROD. VETERINARIOS LTDA|04503351000176|NULL|NULL|NULL|NULL|NULL|NULL
|BMF COMERCIO DE ARTIGOS INFANTIS LTDA.-EPP|11076344000109|NULL|NULL|11|21977266|NULL|NULL
|COM DE METAIS E PLAST ESPECIAIS LTDA|59421057000107|NULL|NULL|11|26181096|NULL|NULL
|FAB DE COLCHOES E TRAV VICTORINO LTDA|61230603000174|NULL|NULL|11|26737455|NULL|NULL
|INTEC VALE AUTOMAÇAO LTDA|07022694000107|NULL|NULL|11|36428110|NULL|NULL
|ELM CAMERAS E TINTAS LTDA ME|10742848000140|NULL|NULL|11|29459863|NULL|NULL
|PELISERV EQUIPAMENTOS E SERVIÇOS ODONTO-MÉDICOS LTDA ME|09172931000141|NULL|NULL|11|39011000|NULL|NULL
|AETHEL INDUSTRIA DE FIOS E CABOS LTDA EPP|17517958000157|NULL|NULL|17|30215951|NULL|NULL
|HANSEN BUREAU ARTE E COMUNICAÇÃO LTDA - EPP|00635967000140|NULL|NULL|NULL|NULL|NULL|NULL
|R &amp; F COMERCIO DE MASSAS ALIMENTICIAS LTDA - ME|17743654000108|NULL|NULL|NULL|NULL|NULL|NULL
|R2M FIOS E CABOS LTDA - EPP|10876997000100|NULL|NULL|NULL|NULL|NULL|NULL
|RUBENS PERRELLA ME|18132443000100|NULL|NULL|NULL|NULL|NULL|NULL
|IRINEIA APARECIDA DO NASCIMENTO|13783110000119|NULL|NULL|11|23031321|NULL|NULL
|ELISANGELA DA SILVA ARTIGOS RELIGIOSOS ME|16669080000102|NULL|NULL|11|24096923|NULL|NULL
|JACQUELINE GARCIA ROMAO ME|18520000000188|NULL|NULL|NULL|NULL|NULL|NULL
|NEW QUALITY IND E COM DE CARNES E PROD ALIMENT LTDA|00327180000110|NULL|NULL|NULL|NULL|NULL|NULL
|AVE E SABOR LTDA|00610829000106|NULL|NULL|NULL|NULL|NULL|NULL
|BAHNHOF ASSESSORIA DE GESTAO COM. DE MATERIAL DIDATICO LTDA|05208114000145|NULL|NULL|NULL|NULL|NULL|NULL
|ULTRA MASTER PLUG COM. E IND.  EQUIP. DE PROT. INDV. LTD EPP|02987129000160|NULL|NULL|NULL|NULL|NULL|NULL
|AUTO MECANICA JULIO MORETTI LTDA - EPP|57493470000151|NULL|NULL|NULL|NULL|NULL|NULL
|PS|VRK SOLUTIONS LTDA|17302180000169|NULL|NULL|NULL|NULL|NULL|NULL
|ACCIONA WINDPOWER BRASIL|13536632000116|NULL|NULL|NULL|NULL|NULL|NULL
|ACCIONA WINDPOWER DO BRASIL - COM.IND.EXP.IMP.EQUIP GERAD EÓ|13536632000973|NULL|NULL|NULL|NULL|NULL|NULL
|ACCIONA WINDPOWER|13536632000469|NULL|NULL|NULL|NULL|NULL|NULL
|ACCIONA WINDPOWER DO BRASIL - COM.IND. EXP. IMP. EQUIP|13536632000388|NULL|NULL|NULL|NULL|NULL|NULL
|ACCIONA WINDPOWER BRASIL COM IND EXP IMP EQUIP|13536632000701|NULL|NULL|NULL|NULL|NULL|NULL
|ACCIONA WINDPOWER |13536632000892|NULL|NULL|NULL|NULL|NULL|NULL
|ACCIONA WINDPOWER |13536632000620|NULL|NULL|NULL|NULL|NULL|NULL
|SBCOACHING PRODUTOS DE PERFORMANCE LTDA EPP|07695161000196|www.|NULL|11|37755333|NULL|NULL
|DUDEL MATERIAIS DE CONSTRUCAO LTDA ME|74257718000102|NULL|NULL|11|39219487|NULL|NULL
|TOPFREIOS EIRELLI ME |19560729000140|NULL|NULL|11|41463392|NULL|NULL
|MIX PEÇAS PARA ELETRODOMÉSTICOS LTDA|07070144000163|NULL|NULL|11|33628100|NULL|NULL
|AR IMAGEM SOM LTDA|05306976000100|NULL|NULL|11|38137699|NULL|NULL
|SBCOACHING CORPORATE CONSULTORIA EM PERFORMANCE LTDA|11799953000188|NULL|NULL|11|37755329|NULL|NULL
|G R ABREU CONSTRUÇÕES LTDA EPP|03079475000103|gr.abreu@uol.com.br|NULL|11|78728434|NULL|NULL
|teste|06311125000119|NULL|NULL|NULL|NULL|NULL|NULL
|FARAO' S CASEADOS E BOTOES LTDA - ME |03970560000167|NULL|NULL|11|32237392|NULL|NULL
|ELUS SERVICOS TECNICOS LTDA - EPP|12514837000138|NULL|NULL|11|22149069|NULL|NULL
|Elus Serviços de Instrumentação Ltda- Me|08933911000183|NULL|NULL|11|22149069|NULL|NULL
|CONFECCOES MDG EXPRESS LTDA|00303173000189|NULL|NULL|11|33374617|NULL|NULL
|PIGMA GRAFICA E EDITORA LTDA |62829510000123|NULL|NULL|NULL|NULL|NULL|NULL
|CONDAIME LOCACAO DE EQUIPAMENTOS LTDA - ME |07430601000183|www.condaime.com.br|NULL|11|29412903|NULL|NULL
|UNIOXY INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA|05671215000158|NULL|NULL|NULL|NULL|NULL|NULL
|CG TRADING COMERCIO IMPORTACAO E EXPORTACAO LTDA - ME|05393821000159|NULL|NULL|NULL|NULL|NULL|NULL
|CEVIC IMPORTACAO E EXPORTACAO LTDA|02241730000371|NULL|NULL|NULL|NULL|NULL|NULL
|THY INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA|04913453000160|NULL|NULL|NULL|NULL|NULL|NULL
|TMI COMERCIO EXTERIOR LTDA - ME|07734562000108|NULL|NULL|NULL|NULL|NULL|NULL
|C &amp; B COMERCIO, IMPORTACAO E EXPORTACAO LTDA |16676540000120|NULL|NULL|NULL|NULL|NULL|NULL
|CEVIC IMPORTAÇÃO E EXPORTAÇÃO LTDA|02241730000100|NULL|NULL|NULL|NULL|NULL|NULL
|PS|CADT CONTABILIDADE E AUDITORIA LTDA|43562495000155|www.cadt.com.br|NULL|NULL|NULL|NULL|NULL
|AMYR KLINK PLANEJAMENTO E PESQUISA LTDA|55292791000162|NULL|NULL|NULL|NULL|NULL|NULL
|PS|NEW ACCOUNT CONTABILIDADE E CONSULTORIA|09204879000168|NULL|NULL|NULL|NULL|NULL|NULL
|INTERFORMAS COMERCIO DE MADEIRAS REFLORESTADAS LTDA|11523716000190|NULL|NULL|11|27010103|NULL|NULL
|AARMAC ARPIFRIO IND., COM. E SERV. DE MAQUINAS LTDA|60372026000192|NULL|NULL|NULL|NULL|NULL|NULL
|HENRIQUE OLIVEIRA DE QUEIROZ COMERCIO DE MOVEIS LTDA|07282751000197|WWW.PERFILCASA.COM.BR|NULL|17|32166776|NULL|NULL
|MAXXY SOFT COMERCIO E INFORMÁTICA LTDA-EPP|00996596000121|NULL|NULL|NULL|NULL|NULL|NULL
|VITALLY COMERCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA ME|02553589000180|NULL|NULL|NULL|NULL|NULL|NULL
|T&amp;T Assessoria e Contabilidade Sociedade Simples Ltda|07770475000106|WWW.CONTROLTET.COM.BR|NULL|11|38330603|NULL|NULL
|NOVA REAL INFORMATICA LTDA|00515824000102|NULL|NULL|11|20368723|NULL|NULL
|FLATEX ACESSORIOS TEXTEIS LTDA - EPP|00840032000103|NULL|NULL|11|23410108|NULL|NULL
|C.W.A GRAPHICS COMERCIO E SERVIÇOS GRAFICOS LTDA|00948204000159|NULL|NULL|11|55842713|NULL|NULL
|AMYR KLINK PLANEJAMENTO E PESQUISA LTDA.|55292791000324|http://www.amyrklink.com.br/pt/marina-do-engenho/|NULL|11|55337611|11|999088733
|PS|PERES CONTÁBIL EIRELLI - EPP|11165141000180|www.perescontabil.com.br|NULL|NULL|NULL|NULL|NULL
|VKS SERVIÇOS ADMINISTRATIVOS LTDA E|14042176000110|WWW.ACFCONSULTORIA.COM.BR|NULL|11|44011980|NULL|NULL
|ITALMAQ COMERCIO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA|46199709000169|NULL|NULL|11|36662181|NULL|NULL
|ROAR MATERIAL PROMOCIONAL LTDA. - EPP |00615817000174|NULL|NULL|11|36669392|NULL|NULL
|CHOCOLIFE INDUSTRIA E COMERCIO DE ALIMENTOS FUNCIONAIS LTDA |08795453000163|NULL|NULL|11|34796044|NULL|NULL
|PS|GUSMÕES ASSESSORIA ADMINISTRATIVA LTDA|08288878000186|WWW.GUSMOESASSESSORIA.COM.BR|NULL|NULL|NULL|NULL|NULL
|ESTILONOX COM IMO PROD EM INOX LTDA|18325871000140|NULL|NULL|NULL|NULL|NULL|NULL
|DISBRAMA DISTRIBUIDORA DE MATERIAIS E EQUIPAMENTOS LTDA - ME|18777320000118|NULL|NULL|NULL|NULL|NULL|NULL
|EAGLES ACADEMIA DE PILOTOS|13042061000163|www.eaglesacademiadepilotos.com.br|NULL|11|23861257|NULL|NULL
|PS|Mec-q Com. e Serv. Metrologia Ind. Ltda|96513486000130|NULL|NULL|NULL|NULL|NULL|NULL
|JOIAFREITAS INDUSTRIA &amp; COMERCIO LTDA|62805411000101|NULL|NULL|11|32239311|NULL|NULL
| CONFECÇÕES MIMEPS LTDA. - EPP |05933646000145|NULL|NULL|11|34530776|NULL|NULL
|KAPLAN EQUIPAMENTOS MECANICOS E HIDRAULICOS LTDA|66816414000100|NULL|NULL|NULL|NULL|NULL|NULL
|SAMARINA COMERCIO DE LIVROS LTDA - ME |08597362000113|NULL|NULL|11|43613626|NULL|NULL
|ALEXIS Y.G.YAMATO - ME|19526921000110|NULL|NULL|11|36821555|NULL|NULL
|LIMPBEM COMERCIO DE PRODUTOS DE LIMPEZA LTDA - ME|11106736000165|NULL|NULL|11|56621931|NULL|NULL
|PS|ORGANIZAÇÃO HILÁRIO CORRÊA EIRELI ME|64028186000170|www.hilariocorrea.com.br|NULL|NULL|NULL|NULL|NULL
|REALISTA ENGENHARIA EIRELI - ME|18233492000120|NULL|NULL|11|41125179|NULL|NULL
|PS|PTW SERVIÇOS CONTABEIS LTDA|14788382000174|WWW.INTERNETACCOUNT.COM.BR|NULL|NULL|NULL|NULL|NULL
|AGI.NET TECNOLOGIA EM INFORMATICA LTDA-ME|13301529000197|www.agi.net.br|NULL|17|31223000|NULL|NULL
|LUIZ CARLOS DA CUNHA BRITTO - ME |00737872000137|NULL|NULL|11|44476039|NULL|NULL
|INDUSTRIA MECANICA NEIA LTDA |50691211000196|NULL|NULL|11|24323679|NULL|NULL
|APRISA COMERCIO DE ALIMENTOS LTDA. - EPP|08062285000105|NULL|NULL|11|55234681|11|982278125
|ABNARA COMERCIAL ELETRONICA LTDA. - EPP|17070944000138|NULL|NULL|11|32233774|11|24311794
|AJ DELICIOUS BURGUER EIRELI - EPP|17530011000186|NULL|NULL|11|38588666|NULL|NULL
|A.S.S. SEGURANÇA ELETRÔNICA LTDA. - EPP|02822079000161|NULL|NULL|NULL|NULL|11|993393051
|TENNESSEE CARNES LTDA EPP03.258.106/0002-94|05258106000294|NULL|NULL|NULL|NULL|NULL|NULL
|AUTO IMPORTADORA DNA LTDA - EPP|18402528000152|NULL|NULL|11|32233778|NULL|NULL
|AZY COMERCIAL IMPORTAÇÃO E EXPORTAÇÃO LTDA - ME|19376643000162|NULL|NULL|11|32233774|NULL|NULL
|PS|SANCHEZ &amp; AMARAL CONSULTORIA EMPRESARIAL S/S LTDA.|09000767000195|www.interaudic.com.br|NULL|NULL|NULL|NULL|NULL
|ANA FLORINDA COMÉRCIO DE CALÇADOS EIRELI|17886769000151|NULL|NULL|11|23698349|NULL|NULL
|RONI ELEVADORES - COMERCIO E INSTALACAO LTDA - ME|16580956000140|NULL|NULL|11|77772862|NULL|NULL
|JUND-PALLET - COMERCIO E REFORMA DE PALETES LTDA - ME|12021112000108|NULL|NULL|11|45998243|NULL|NULL
|SANCHEZ &amp; AMARAL CONSULTORIA |09000767000195|NULL|NULL|NULL|NULL|NULL|NULL
|AISA COMERCIAL LTDA|03148296000180|NULL|NULL|11|32226300|NULL|NULL
|UBISOFT ENTERTAINMENT LTDA|03001068000183|NULL|NULL|NULL|NULL|NULL|NULL
|ALDEBARAN CONFECÇÃO DE MODA INFANTIL LTDA|11509105000197|NULL|NULL|11|26174470|NULL|NULL
